"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"220",220,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,347,"ps.",347,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Inexpensive",3.5,1214.5
"221",221,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,640,"ps.",640,NA,NA,"perpetuanen","blue",NA,NA,NA,"Scottish",NA,"Inexpensive",3.3,2112
"222",222,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,160,"ps.",160,NA,NA,"perpetuanen","green",NA,NA,NA,"Scottish",NA,"Inexpensive",3.65,584
"223",223,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,1356,"ps.",1356,NA,NA,"perpetuanen","blue",NA,"dyed",NA,NA,NA,"Inexpensive",3.3,4474.8
"224",224,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,555,"ps.",555,NA,NA,"perpetuanen","green",NA,"dyed",NA,NA,NA,"Inexpensive",3.65,2025.75
"225",225,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,1310,"ps.",1310,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.3,4323
"226",226,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,300,"ps.",300,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Inexpensive",3.5,1050
"227",227,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,729,"ps.",729,NA,NA,"perpetuanen","blue",NA,"dyed",NA,NA,NA,"Mid-range",4.1,2988.9
"228",228,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,300,"ps.",300,NA,NA,"perpetuanen","green",NA,"dyed",NA,NA,NA,"Mid-range",4.5,1350
"229",229,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,57,"ps.",57,NA,NA,"perpetuanen","green",NA,"dyed",NA,NA,NA,"Mid-range",4.75,270.75
"230",230,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,109,"ps.",109,NA,NA,"perpetuanen",NA,NA,NA,NA,NA,NA,"Mid-range",4.75,517.75
"231",231,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,1481,"ps.",1481,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.55,5257.55
"232",232,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,560,"ps.",560,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Mid-range",4.1,2296
"233",233,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,28,"ps.",28,NA,NA,"perpetuanen","purple",NA,NA,NA,NA,NA,"Mid-range",4.1,114.8
"234",234,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,1518,"ps.",1518,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.8,5768.4
"235",235,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,66,"ps.",66,NA,NA,"perpetuanen","dark green",NA,NA,NA,NA,NA,"Mid-range",4.05,267.3
"236",236,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,66,"ps.",66,NA,NA,"perpetuanen","light green",NA,NA,NA,NA,NA,"Mid-range",4.05,267.3
"237",237,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,12,"ps.",12,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",4.2,50.4
"238",238,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,148,"ps",148,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Mid-range",4.6,680.8
"239",239,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,215,"ps.",215,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",5.24767441860465,1128.25
"240",240,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,527,"ps.",527,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.8,2002.6
"241",241,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,394,"ps.",394,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Mid-range",4.05,1595.7
"242",242,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,219,"ps.",219,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",4.95456621004566,1085.05
"243",243,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,85,"""schok""",340,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",10.6,901
"244",244,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,212,"ps.",212,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Inexpensive",2.65,561.8
"245",245,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",10.75,946
"246",246,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,396,"schok",1584,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",11,4356
"247",247,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,212,"schok",212,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Inexpensive",2.65,561.8
"248",248,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,87.5,"schok",350,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Mid-range",10,875
"249",249,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",10.75,946
"250",250,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",10.25,902
"251",251,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",11.5,1012
"252",252,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",12,1056
"253",253,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,167,"schok",668,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Mid-range",9.95,1661.65
"254",254,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,466,"schok",1864,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Mid-range",9.95,4636.7
"255",255,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",10.375,913
"256",256,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,83,"schok",332,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",11,913
"257",257,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,173,"schok",692,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.4971098265896,2335
"258",258,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.5,1188
"259",259,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,88,"schok",352,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",12.5,1100
"260",260,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,44,"schok",176,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",12.5,550
"261",261,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,132,"schok",528,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.25,1749
"262",262,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,44,"schok",176,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.25,583
"263",263,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,352,"schok",1408,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.75,4840
"264",264,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,44,"schok",176,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.25,583
"265",265,"WIC","Ship: Acredam",1714,"Texel","Netherlands",53.053921,4.79605,1715,"Ardra","Benin",6.47216,2.62652,220,"schok",880,NA,NA,"platilios",NA,NA,NA,NA,NA,NA,"Expensive",13.5,2970
"266",266,"WIC","Ship: Acredam",1714,"Texel","Netherlands",53.053921,4.79605,1715,"Ardra","Benin",6.47216,2.62652,2,"ps.",2,NA,NA,"rokken",NA,NA,NA,NA,"Japan",NA,"Expensive",29.5,59
"267",267,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,1,"ps.",1,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",22.875,22.875
"268",268,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,88,"ps.",88,NA,NA,"saai","blue",NA,NA,NA,"Bremen",NA,"Expensive",12.8863636363636,1134
"269",269,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,132,"ps.",132,NA,NA,"saai","blue",NA,"dyed",NA,"Bremen",NA,"Expensive",13.5,1782
"270",270,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,167,"ps.",167,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",18.75,3131.25
"271",271,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,83,"ps.",83,NA,NA,"saai",NA,NA,"dyed",NA,"Bremen",NA,"Expensive",16,1328
"272",272,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,170,"ps.",170,NA,NA,"saai",NA,NA,NA,NA,"Leiden",NA,"Expensive",15.5,2635
"273",273,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,70,"ps.",70,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",20,1400
"274",274,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,28,"ps.",28,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",20,560
"275",275,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,140,"ps.",140,NA,NA,"saai",NA,NA,"dyed",NA,"Bremen",NA,"Expensive",16,2240
"276",276,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,27,"ps.",27,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",20,540
"277",277,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,24,"ps.",24,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",21,504
"278",278,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,51,"ps",51,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",20,1020
"279",279,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,15,"ps.",15,NA,NA,"saai","blue",NA,NA,NA,"Leiden",NA,"Expensive",21,315
"280",280,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,2442,"ps.",2442,NA,NA,"saai","blue",NA,NA,NA,"Scottish",NA,"Inexpensive",3.6,8791.2
"281",281,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,422,"ps.",422,NA,NA,"saai","green",NA,NA,NA,"Scottish",NA,"Inexpensive",3.95,1666.9
"282",282,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,175,"ps.",175,NA,NA,"saai",NA,NA,"dyed",NA,"Leiden",NA,"Expensive",15.5,2712.5
"283",283,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,113,"ps.",113,NA,NA,"saai",NA,NA,"dyed",NA,"Scottish",NA,"Mid-range",4.17477876106195,471.75
"284",284,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"salempouris","white",NA,NA,NA,NA,NA,"Mid-range",8.375,837.5
"285",285,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"salempouris","white",NA,NA,NA,NA,NA,"Mid-range",8,800
"286",286,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,160,"ps.",160,NA,NA,"salempouris","brown-blue",NA,NA,NA,NA,NA,"Expensive",10.25,1640
"287",287,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,240,"ps.",240,NA,NA,"salempouris","brown-blue",NA,NA,NA,NA,NA,"Expensive",10.125,2430
"288",288,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,160,"ps.",160,NA,NA,"salempouris","brown-blue",NA,NA,NA,NA,NA,"Expensive",10.125,1620
"289",289,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,500,"ps.",500,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.15,1075
"290",290,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,500,"ps.",500,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.15,1075
"291",291,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,500,"ps.",500,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.175,1087.5
"292",292,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,750,"ps.",750,NA,NA,"servietten",NA,NA,NA,NA,"Silesian",NA,"Inexpensive",2.25,1687.5
"293",293,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,649,"ps.",649,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.673343605547,1735
"294",294,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,256,"ps.",256,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.4,614.4
"295",295,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,408,"ps.",408,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.675,1091.4
"296",296,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,60,NA,60,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.5,150
"297",297,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,106,"ps.",106,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.65,280.9
"298",298,"WIC","Ship: Acredam",1714,"Texel","Netherlands",53.053921,4.79605,1715,"Ardra","Benin",6.47216,2.62652,500,"ps.",500,NA,NA,"servietten",NA,NA,NA,NA,NA,NA,"Inexpensive",2.6,1300
"299",299,"WIC","Ship: Honard",1710,"Hellevoetsluis","Netherlands",51.833698,4.13838,1711,"Ouidah","Benin",6.3601,2.08266,25000,"ps.",25000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.850524,21263.1
"300",300,"WIC","Ship: Africaanse Galeij",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,5000,"ps.",5000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,4250
"301",301,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,7000,"ps.",7000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.00142857142857143,10
"302",302,"WIC","Ship: Eva Maria 2",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,2300,"ps.",2300,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",303,"WIC","Ship: Accra",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,7000,"ps.",7000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.9125,6387.5
"304",304,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,910,"ps.",910,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,773.5
"305",305,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,68,"ps.",68,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,57.8
"306",306,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,3600,"ps.",3600,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,3060
"307",307,"WIC","Ship: St. Clara 2",1712,"Texel","Netherlands",53.053921,4.79605,1712,"Ouidah","Benin",6.3601,2.08266,4500,"ps.",4500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.863722222222222,3886.75
"308",308,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,2000,"ps.",2000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.875,1750
"309",309,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,2000,"ps.",2000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.875,1750
"310",310,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,4500,"ps.",4500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.9,4050
"311",311,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,4500,"ps.",4500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.925,4162.5
"312",312,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,4500,"ps",4500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.783333333333333,3525
"313",313,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,3500,"ps.",3500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.875,3062.5
"314",314,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,3500,"ps.",3500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.875,3062.5
"315",315,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,8000,"ps.",8000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,6800
"316",316,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,16000,"ps.",16000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,13600
"317",317,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,9100,"ps.",9100,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,7735
"318",318,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,3700,"ps.",3700,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.9,3330
"319",319,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,3500,"ps.",3500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.9,3150
"320",320,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,8400,"ps.",8400,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,7140
"321",321,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,15000,"ps.",15000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.85,12750
"322",322,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,2300,"ps.",2300,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.943478260869565,2170
"323",323,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,8400,"ps.",8400,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8625,7245
"324",324,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,3000,"ps.",3000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8625,2587.5
"325",325,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,1000,"ps.",1000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8625,862.5
"326",326,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,1000,"ps.",1000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.95,950
"327",327,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,2000,"ps.",2000,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8625,1725
"328",328,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,1500,"ps.",1500,NA,NA,"slaaplakens",NA,NA,NA,NA,NA,NA,"Inexpensive",0.9,1350
