"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"7408",7408,"VOC","3 ships: Diemen, Raadhuis van Middelburg, Kiefhoek",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,5500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.233877272727273,1286.325
"7409",7409,"VOC","1 ship: Wijnendaal",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.233675,467.35
"7410",7410,"VOC","2 ships: Ganzenhoef (fluitschip), Strijkebolle",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2336625,1401.975
"7411",7411,"VOC","1 ship: Ganzenhoef (fluitschip)",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,120
"7412",7412,"VOC","1 ship: Ijsselmonde",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Cirebon","Northwest coast of Java, Indonesia",-6.6898,108.475,500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,120
"7413",7413,"VOC","1 ship: Duivenvoorde",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Cape of Good Hope","South Africa",-34.3568,18.4739,1650,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,396
"7414",7414,"VOC","1 ship: Ham",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Galle","Sri Lanka",7.873,80.7717,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2336625,467.325
"7415",7415,"VOC","1 ship: Ham",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Galle","Sri Lanka",7.873,80.7717,150,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.1885,28.275
"7416",7416,"VOC","1 ship: Zandhorst",1710,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1710,"Galle","Sri Lanka",7.873,80.7717,1000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.18845,188.45
"7417",7417,"VOC","2 ships: Huis ter Duine, Nederhoven",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,4000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2336625,934.65
"7418",7418,"VOC","1 ship: Vaderland Getrouw",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1600,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23365625,373.85
"7419",7419,"VOC","4 ships: Karthago, Donkervliet, Overnes, Bon",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,7200,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.233663194444444,1682.375
"7420",7420,"VOC","1 ship: Bennebroek",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1600,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.233671875,373.875
"7421",7421,"VOC","1 ship: Duivenvoorde",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1548,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.233737080103359,361.825
"7422",7422,"VOC","4 ships: Vrijburg, Karthago, Mossel, Lokhorst",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Iran",27.1832,56.2666,6000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,1380
"7423",7423,"VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,120,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,27.6
"7424",7424,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,200,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,46
"7425",7425,"VOC","1 ship: Ter Aa",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,23
"7426",7426,"VOC","1 ship: Kasteel Batavia",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Sri Lanka",7.873,80.7717,3000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,720
"7427",7427,"VOC","1 ship: Rosenburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1714,"Kochi","Malabar, Southwest coast of India",10,76.25,3000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,720
"7428",7428,"VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,460
"7429",7429,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,460
"7430",7430,"VOC","1 ship: Huis te Bijweg (fluitschip)",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Cirebon","Northwest coast of Java, Indonesia",-6.6898,108.475,1500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,345
"7431",7431,"VOC","1 ship: Brug",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,1750,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,402.5
"7432",7432,"VOC","1 ship: Schellenberg",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Galle","Sri Lanka",7.873,80.7717,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2336625,467.325
"7433",7433,"VOC","1 ship: Rijnenburg",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Galle","Sri Lanka",7.873,80.7717,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2325,465
"7434",7434,"VOC","1 ship: Wateringen",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Galle","Sri Lanka",7.873,80.7717,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2325,465
"7435",7435,"VOC","3 ships: Koning Karel de Derde, Rijksdorp, Huis de Vlotter",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Bandar Abbas","Iran",27.1832,56.2666,4000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,960
"7436",7436,"VOC","1 ship: 't Ghijn",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Bandar Abbas","Iran",27.1832,56.2666,1000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,240
"7437",7437,"VOC","1 ship: Donkervliet",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,1000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,240
"7438",7438,"VOC","7 ships: Prins Eugenius, Berg, Noorderkwartier, Rijnenburg, Engewormer, Schellenberg, Ganzenhoef (fluitschip)",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2336625,467.325
"7439",7439,"VOC","2 ships: Risdam, Sleewijk",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Nagasaki","Japan",32.7502,129.8776,100,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,24
"7440",7440,"VOC","3 ships: Karthago, Huis de Vlotter, Bredenhof",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ambon","Maluku, Indonesia",-3.6255,128.1054,250,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,60
"7441",7441,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,300,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,72
"7442",7442,"VOC","3 ships: Huis ter Duine, Bredenhof, Duivenvoorde",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23425,1405.5
"7443",7443,"VOC","4 ships: Popkensburg, Kasteel Batavia, Brug, Abbekerk",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.234825,2817.9
"7444",7444,"VOC","1 ship: Zuiderbeek",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.234825,469.65
"7445",7445,"VOC","1 ship: Overnes",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23483,587.075
"7446",7446,"VOC","1 ship: Rijssel",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.234825,469.65
"7447",7447,"VOC","1 ship: Ouwerkerk",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2354,470.8
"7448",7448,"VOC","1 ship: Ijsselmonde",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Surabaya","Northeast coast of Java, Indonesia",-7.2651,112.745,300,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,72
"7449",7449,"VOC","1 ship: Nieuwburg (Huis te)",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,400,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,96
"7450",7450,"VOC","1 ship: Lokhorst",1714,"Hugli-Chuchura","West Bengal, India",22.9274,88.3773,1714,"Galle","Sri Lanka",7.873,80.7717,1500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7451",7451,"VOC","2 ships: Mijnden, Huis ter Boede",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Malabar, Southwest coast of India",10,76.25,2500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,600
"7452",7452,"VOC","4 ships: Donkervliet, Karthago, Huis ten Donk, Charlois",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Iran",27.1832,56.2666,5000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,1200
"7453",7453,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,300,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,72
"7454",7454,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,120
"7455",7455,"VOC","1 ship: Gelukkig Uur",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,120
"7456",7456,"VOC","1 ship: Haak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Cirebon","Northwest coast of Java, Indonesia",-6.6898,108.475,600,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,138
"7457",7457,"VOC","1 ship: Kasteel Batavia",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Cirebon","Northwest coast of Java, Indonesia",-6.6898,108.475,1000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.24,240
"7458",7458,"VOC","1 ship: Huis ter Boede",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,2000,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.23,460
"7459",7459,"VOC","1 ship: Rijnestein",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Galle","Sri Lanka",7.873,80.7717,2500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2325,581.25
"7460",7460,"VOC","1 ship: Raadhuis van Enkhuizen",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Galle","Sri Lanka",7.873,80.7717,2500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2325,581.25
"7461",7461,"VOC","1 ship: Schellenberg",1714,"Hugli-Chuchura","West Bengal, India",22.9274,88.3773,1714,"Galle","Sri Lanka",7.873,80.7717,1500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7462",7462,"VOC","2 ships: Noordbeek, Zuiderbeek",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Mocha","Yemen",13.3203,43.2473,32,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.240625,7.7
"7463",7463,"VOC","1 ship: Generale Vrede",1711,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.511,766.5
"7464",7464,"VOC","2 ships: Jaffanapatnam, Landouw",1713,NA,"Southeast coast of India",16.1905,81.1361,1713,"Jaffna","Sri Lanka",7.873,80.7717,500,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.402,201
"7465",7465,"VOC","1 ship: Oosterstein",1713,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1955,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.5,977.5
"7466",7466,"VOC","1 ship: Beverwijk",1713,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1131,"pees",NA,NA,NA,"guni",NA,NA,NA,NA,NA,NA,"Inexpensive",0.5,565.5
"7467",7467,"VOC","2 ships: Berg, Doornik",1711,"Cape of Good Hope","South Africa",-34.3568,18.4739,1711,"Colombo","Sri Lanka",7.873,80.7717,14,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.257142857142857,3.6
"7468",7468,"VOC","1 ship: Bennebroek",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2093,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.167104634495939,349.75
"7469",7469,"VOC","1 ship: Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,6,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.225,1.35
"7470",7470,"VOC","2 ships: Ellemeet, Charlois",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,13,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2,2.6
"7471",7471,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2,1.2
"7472",7472,"VOC","2 ships: Haringtuin, Bon",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ambon","Maluku, Indonesia",-3.6255,128.1054,621,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.25,155.25
"7473",7473,"VOC","1 ship: Nieuwburg (Huis te)",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,17,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2,3.4
"7474",7474,"VOC","1 ship: Naters",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,200,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.19575,39.15
"7475",7475,"VOC","3 ships: Rijnestein, Bredenhof, Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Nagasaki","Japan",32.7502,129.8776,53,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.225,11.925
"7476",7476,"VOC","1 ship: Zuiderbeek",1713,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,600,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.15,90
"7477",7477,"VOC","1 ship: Bogaard",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"West Timor, Indonesia",-10.1771,123.607,6,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.25,1.5
"7478",7478,"VOC","3 ships: Huis te Rozenburg, Haak, Taxisboom",1710,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,4000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.18843125,753.725
"7479",7479,"VOC","3 ships: Arendsduin, Veenhuizen, Oegstgeest",1710,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188433333333333,565.3
"7480",7480,"VOC","3 ships: Suizermolen, Overnes, Huis te Bijweg (fluitschip)",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,5100,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188436274509804,961.025
"7481",7481,"VOC","1 ship: Oudenaarde",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,276,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188405797101449,52
"7482",7482,"VOC","1 ship: Nieuwburg (Huis te)",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,281,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188523131672598,52.975
"7483",7483,"VOC","3 ships: Schonewal, Noorderkwartier, Naters",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2247,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188440142412105,423.425
"7484",7484,"VOC","1 ship: Gelukkig Uur",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,1000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.225,225
"7485",7485,"VOC","1 ship: Flora",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,1000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.225,225
"7486",7486,"VOC","1 ship: Taxisboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,300,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.225,67.5
"7487",7487,"VOC","2 ships: Huis ter Duine, Nederhoven",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188433333333333,565.3
"7488",7488,"VOC","1 ship: Vaderland Getrouw",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1500,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.18845,282.675
"7489",7489,"VOC","4 ships: Karthago, Donkervliet, Overnes, Bon",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,5400,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188439814814815,1017.575
"7490",7490,"VOC","1 ship: Bennebroek",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1500,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188433333333333,282.65
"7491",7491,"VOC","1 ship: Duivenvoorde",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1770,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.188375706214689,333.425
"7492",7492,"VOC","1 ship: Lokhorst",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,2000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2,400
"7493",7493,"VOC","1 ship: Wateringen",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Galle","Sri Lanka",7.873,80.7717,1500,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.1875,281.25
"7494",7494,"VOC","1 ship: Bon",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,2000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2,400
"7495",7495,"VOC","1 ship: Naters",1712,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1500,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.2025,303.75
"7496",7496,"VOC","3 ships: Karthago, Huis de Vlotter, Bredenhof",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ambon","Maluku, Indonesia",-3.6255,128.1054,368,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.101086956521739,37.2
"7497",7497,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,230,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.15,34.5
"7498",7498,"VOC","1 ship: Oosterstein",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,2000,"pees",NA,NA,NA,"gunizak",NA,NA,NA,NA,NA,NA,"Inexpensive",0.1912625,382.525
